"b_mean_lower_95","b_mean_upper_95","b_mean_median","b_mean_mean","b_sd_lower_95","b_sd_upper_95","b_sd_median","b_sd_mean"
0.65150952727127,19.8591131889724,9.86422651374936,9.99386350608708,0.0241912609447325,3.79470374674952,0.748681286307883,1.02365536802652
