"b_mean_lower_95","b_mean_upper_95","b_mean_median","b_mean_mean","b_sd_lower_95","b_sd_upper_95","b_sd_median","b_sd_mean","parameter"
0.267179960045382,35.6042329919011,6.31496192632572,10.0212692789135,0.0252047444112352,3.86360657299953,0.759287662755511,1.04539664549319,"population level"
